query text,query description,url,docID,rank,rankScore
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://excellencereporter.com/2020/07/03/socrates-on-the-wisdom-and-the-meaning-of-life/","1","4","7.544"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.sikhismguide.net/meaning-of-life/","2","1","8.675"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/europe/united-kingdom/articles/10-ways-of-life-around-the-world-that-will-make-you-happier/","3","13","5.186"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.rd.com/list/proverbs-about-life/","4","7","5.798"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.movehub.com/blog/quality-of-life-world-map/","5","10","5.602"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.ancient-origins.net/human-origins-religions/ancient-secrets-lie-within-flower-life-001078","6","17","3.451"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://listverse.com/2014/08/16/10-different-views-on-the-meaning-of-life/","7","16","4.747"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.allaboutworldview.org/the-meaning-of-life.htm","8","3","8.049"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/north-america/usa/articles/12-surprising-customs-from-around-the-world/","9","12","5.199"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://ourworldindata.org/happiness-and-life-satisfaction","10","19","1.483"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.theguardian.com/theguardian/2004/sep/20/features11.g2","11","11","5.199"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://en.wikipedia.org/wiki/Meaning_of_life","12","20","0.840"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/europe/united-kingdom/articles/10-ways-of-life-around-the-world-that-will-make-you-happier/","13","14","5.186"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.writerofstories.com/post/the-meaning-of-life-an-exploration","14","6","5.844"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.movehub.com/blog/quality-of-life-world-map/","15","9","5.602"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.rd.com/list/proverbs-about-life/","16","8","5.798"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://dictionary.cambridge.org/dictionary/english/world","17","15","5.045"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://en.wikipedia.org/wiki/World","18","18","3.401"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://learnenglishteens.britishcouncil.org/magazine/life-around-world/five-idioms-every-english-student-should-know","19","2","8.378"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.wordhippo.com/what-is/another-word-for/around_the_world.html","20","5","7.066"
