query text,query description,url,docID,rank,rankScore
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://intellipaat.com/blog/pytorch-vs-tensorflow-difference/","1","8","15.247"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://realpython.com/pytorch-vs-tensorflow/","2","16","12.401"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://towardsdatascience.com/pytorch-vs-tensorflow-spotting-the-difference-25c75777377b","3","12","14.097"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://medium.com/data-science-at-microsoft/a-tale-of-two-frameworks-pytorch-vs-tensorflow-f73a975e733d","4","9","15.246"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://medium.com/@UdacityINDIA/tensorflow-or-pytorch-the-force-is-strong-with-which-one-68226bb7dab4","5","2","24.006"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://www.edureka.co/blog/pytorch-vs-tensorflow/","6","17","11.359"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://www.edureka.co/blog/keras-vs-tensorflow-vs-pytorch/","7","14","13.368"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://www.neuraldesigner.com/blog/capacity-comparison-TensorFlow-vs-PyTorch-vs-Neural-Designer","8","6","22.731"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://www.neuraldesigner.com/blog/capacity-comparison-TensorFlow-vs-PyTorch-vs-Neural-Designer","9","5","22.731"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://www.neuraldesigner.com/blog/capacity-comparison-TensorFlow-vs-PyTorch-vs-Neural-Designer","10","3","22.731"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","https://builtin.com/data-science/pytorch-vs-tensorflow","11","7","16.160"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291MaZJ-ESEr2thmgBrDVc1GWFKuQkcL7i76OToabM24CJHNyJ7tCqblI&query=tensorflow+vs+pytorch","12","15","12.401"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291PgkGR8EVLkiiiBFD7O8O2D7WbErzuEBK6aByZrPi3pH34mnWJtb6rI7uU__Ai39JxQO6vHRofMRA..&query=tensorflow+vs+pytorch","13","11","14.097"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291OJrdAdIlQGDYT4afEP2uQCPrL-5gMRTBRriCOf8hLx_qxQwNWT3dtl&query=tensorflow+vs+pytorch","14","10","15.246"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291PdUiLWbcYcB05TpKj2FRRHagnLCwRmCj49QNG7N-bqsYPq9qA-kM4K3mVfm9CW6ckavaSNFz6VUWuII5_yEvH-9nfDHVYdX4D34uMb9Ic0LK3mlRzfPLR2&query=tensorflow+vs+pytorch","15","1","24.006"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291OcuFxuFTeqNFuad8QS0XpkVmRUtMR-io2p8_faF31tYTo8zdN7lA60jGTaIi4ouIPrvkqqKmh_5SPvwh4Ovet6&query=tensorflow+vs+pytorch","16","18","11.359"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291Ot0_FRh20IsOUU86hXivRQO70-Fuc-lBk-sv7mAxFMFGuII5_yEvH-RoZO64nFK-A.&query=tensorflow+vs+pytorch","17","13","13.368"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://www.sogou.com/link?url=hedJjaC291POCRgYFpeFL246rEAD5tvsFHgWoPgRmDKHlonwAXxB7HFXN40dFd4YA2BZeeboF8Y.&query=tensorflow+vs+pytorch","18","4","22.731"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://en.wikipedia.org/wiki/TensorFlow","19","19","10.076"
"tensorflow vs pytorch","get info about both libraries, get insights about how they work, get differences between the two","http://en.wikipedia.org/wiki/TensorFlow","20","20","10.076"
