query text,query description,url,docID,rank,rankScore
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcgamer.com/best-gaming-laptop/","1","13","4.737"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.techradar.com/news/mobile-computing/laptops/best-gaming-laptops-top-5-gaming-notebooks-reviewed-1258471","2","10","5.601"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcmag.com/picks/the-best-gaming-laptops","3","19","2.403"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.thegamer.com/best-gaming-laptops-to-buy-in-2021/","4","3","6.751"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.cnet.com/news/best-gaming-laptop-in-2021/","5","8","5.835"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.theverge.com/22295181/best-gaming-laptop","6","5","6.055"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.tomsguide.com/best-picks/best-gaming-laptops","7","11","4.933"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/the-best-gaming-laptop","8","15","4.150"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://dariusreviews.com/are-these-the-top-16-best-gaming-laptops/","9","7","5.914"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.10kreviews.com/best-gaming-laptops/","10","17","2.741"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcgamer.com/best-gaming-laptop/","11","14","4.737"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcmag.com/picks/the-best-gaming-laptops","12","20","2.403"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.thegamer.com/best-gaming-laptops-to-buy-in-2021/","13","4","6.743"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.cnet.com/news/best-gaming-laptop-in-2021/","14","9","5.835"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.tomsguide.com/best-picks/best-gaming-laptops","15","12","4.933"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/the-best-gaming-laptop","16","16","4.150"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.t3.com/features/best-gaming-laptop","17","18","2.631"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.trustedreviews.com/best/best-gaming-laptop-3439021","18","6","6.026"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.digitaltrends.com/computing/best-gaming-laptops-ces-2021/","19","1","9.700"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/where-to-buy-2021-gaming-laptops-with-the-newest-geforce-rtx-3060-rtx-3070-and-rtx-3080-video-cards","20","2","9.634"
