query text,query description,url,docID,rank,rankScore
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.imdb.com/list/ls000033724/","1","17","3.611"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.rottentomatoes.com/top-tv/","2","8","7.656"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.imdb.com/search/title/?title_type=tv_series","3","19","3.365"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://editorial.rottentomatoes.com/guide/best-netflix-shows-and-movies-to-binge-watch-now/","4","15","5.697"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.msn.com/en-us/tv/gallery/the-35-best-tv-shows-you-can-binge-watch-from-beginning-to-end-ranked/ss-BB12DavH","5","6","8.236"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.ranker.com/list/best-tv-shows-to-binge-watch/ranker-tv","6","1","10.706"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://wealthygorilla.com/best-netflix-series/","7","4","8.820"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.vulture.com/article/best-tv-shows-on-netflix.html","8","11","6.436"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://wealthygorilla.com/best-tv-shows/","9","7","7.936"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.wired.com/story/fall-2020-tv-watching-guide/","10","14","6.119"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=hedJjaC291MLHyj7nmKtsyh_wf3iAe_Mfbt4pR4sHozfL1FLJXp8QA..&query=tv+series+to+watch","11","16","3.611"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=hedJjaC291MlT2qHv73SiRWRO5Vi54uh8ly3RR74yZbdXm3Rux1v9A..&query=tv+series+to+watch","12","9","7.644"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","https://www.imdb.com/search/title/?title_type=tv_series","13","18","3.365"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=DSOYnZeCC_qhpUonF0to4RGSx-BoKsGOfTr61eMb00gM830W7-30xpVc119MusGhkW0eLyOayog.&query=tv+series+to+watch","14","20","3.365"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=IPi47MzqYJ4RjGQMYoZGnIn5dHNusG_Z8RTqFD5EH9aZs8DwSg7FhrLvNJFWL-b0aGL0QFZje268SezuCF_FoW4YafSeot-j&query=tv+series+to+watch","15","13","6.365"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=DSOYnZeCC_rw8XjKNtoUmstfbwpeN7_96SWBp3DxrSeyDX6NwPGiMYZOethqDoE0_aEjk3OiXwP6-kDjJlSwEQ..&query=tv+series+to+watch","16","12","6.429"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=hedJjaC291PMNRZhErqWTmTLK-twWRR0ZqJTbPkPQ55LIFVkJwX8zSChBwy4VyS-uqCKZQNeGhasLEZ9NEjCJ4h40O3LW5u8DkMLueC-BOj77xDHT7nNGiUu1pc7yrhjj5rJg2u_OYg.&query=tv+series+to+watch","17","10","6.995"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=DSOYnZeCC_qKBd9VbCI8rxbGp4ySM5pI_0Zcj1fIaMmsLEZ9NEjCJz4jLq3Yc_IBIkdIYKxur0kH5-Bl-dgtk_Rce3om4Ggm&query=tv+series+to+watch","18","2","10.648"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=hedJjaC291O92xOsxvihMWtm8aDuhXoCKpJy9H37Ts8ivGgz6SSxu1gmdLpatpTDYe62hlujG9xqQOQxd7LCe96e4gKGZOoGtSSnmCpdyMMfaEitCOmlAG4YafSeot-j&query=tv+series+to+watch","19","5","8.367"
"tv series to watch","want to find recent and popular tv series to watch with family and friends.","http://www.sogou.com/link?url=DSOYnZeCC_o4bR6LC7tDfhgfSjRk3qklAPJ2PFtiHCw.&query=tv+series+to+watch","20","3","10.317"
