query text,query description,url,docID,rank,rankScore
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcgamer.com/best-gaming-laptop/","1","12","14.811"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.techradar.com/news/mobile-computing/laptops/best-gaming-laptops-top-5-gaming-notebooks-reviewed-1258471","2","13","14.676"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcmag.com/picks/the-best-gaming-laptops","3","18","13.538"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.thegamer.com/best-gaming-laptops-to-buy-in-2021/","4","19","13.342"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.cnet.com/news/best-gaming-laptop-in-2021/","5","3","16.635"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.theverge.com/22295181/best-gaming-laptop","6","5","16.474"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.tomsguide.com/best-picks/best-gaming-laptops","7","9","14.945"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/the-best-gaming-laptop","8","15","14.491"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://dariusreviews.com/are-these-the-top-16-best-gaming-laptops/","9","16","14.477"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.10kreviews.com/best-gaming-laptops/","10","2","16.933"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcgamer.com/best-gaming-laptop/","11","11","14.811"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.pcmag.com/picks/the-best-gaming-laptops","12","17","13.538"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.thegamer.com/best-gaming-laptops-to-buy-in-2021/","13","20","13.333"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.cnet.com/news/best-gaming-laptop-in-2021/","14","4","16.635"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.tomsguide.com/best-picks/best-gaming-laptops","15","10","14.945"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/the-best-gaming-laptop","16","14","14.491"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.t3.com/features/best-gaming-laptop","17","7","15.348"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.trustedreviews.com/best/best-gaming-laptop-3439021","18","8","15.226"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.digitaltrends.com/computing/best-gaming-laptops-ces-2021/","19","6","16.125"
"best gaming laptop 2021","Find products that are laptops with high performance, as well as articles and reviews comparing different models and brands. Added the current year to specify that the results should contain recent/new products.","https://www.ign.com/articles/where-to-buy-2021-gaming-laptops-with-the-newest-geforce-rtx-3060-rtx-3070-and-rtx-3080-video-cards","20","1","17.669"
