query text,query description,url,docID,rank,rankScore
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://improvemandarin.com/most-common-measure-words/","1","14","6.350"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.digmandarin.com/chinese-measure-words","2","12","6.617"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.thoughtco.com/mandarin-measure-words-2279415","3","6","11.937"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","http://employees.csbsju.edu/hjakubowski/classes/chinastudyabroad/list_of_chinese_measure_words.htm","4","8","9.075"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://hellopal.zendesk.com/hc/en-us/articles/204512509-Measure-Words-in-Mandarin-Chinese","5","4","12.539"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://resources.allsetlearning.com/chinese/grammar/Reduplication_of_measure_words","6","2","13.285"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://resources.allsetlearning.com/chinese/grammar/Measure_words_in_quantity_questions","7","3","12.799"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","http://www.languagerealm.com/chinese/chinese_measure_words.php","8","20","0.000"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://blogs.transparent.com/chinese/10-must-know-chinese-measure-words/","9","9","8.622"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://en.wikipedia.org/wiki/Chinese_classifier","10","19","1.918"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.digmandarin.com/chinese-measure-words","11","13","6.617"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://ltl-beijing.com/chinese-measure-words/","12","18","3.676"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.archchinese.com/chinese_measure_words.html","13","17","4.205"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.thoughtco.com/mandarin-measure-words-2279415","14","7","11.937"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://studycli.org/learn-chinese/chinese-measure-words/","15","16","4.711"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://digchinese.com/measure-words","16","15","5.569"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://ai.glossika.com/blog/15-must-know-chinese-measure-words-for-beginners","17","11","6.744"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://hellopal.zendesk.com/hc/en-us/articles/204512509-Measure-Words-in-Mandarin-Chinese","18","5","12.539"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://blogs.transparent.com/chinese/10-must-know-chinese-measure-words/","19","10","8.622"
"measure words chinese","Find a list of most-frequently-used Chinese measure words and some grammatical information about this structure.","https://www.learn-chinese.com/chinese-measure-words-for-clothing-jewelry/","20","1","14.875"
