query text,query description,url,docID,rank,rankScore
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://excellencereporter.com/2020/07/03/socrates-on-the-wisdom-and-the-meaning-of-life/","1","7","10.345"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.sikhismguide.net/meaning-of-life/","2","8","10.319"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/europe/united-kingdom/articles/10-ways-of-life-around-the-world-that-will-make-you-happier/","3","16","8.530"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.rd.com/list/proverbs-about-life/","4","18","7.285"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.movehub.com/blog/quality-of-life-world-map/","5","12","9.469"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.ancient-origins.net/human-origins-religions/ancient-secrets-lie-within-flower-life-001078","6","11","9.474"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://listverse.com/2014/08/16/10-different-views-on-the-meaning-of-life/","7","3","13.588"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.allaboutworldview.org/the-meaning-of-life.htm","8","2","14.681"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/north-america/usa/articles/12-surprising-customs-from-around-the-world/","9","20","7.254"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://ourworldindata.org/happiness-and-life-satisfaction","10","14","9.177"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.theguardian.com/theguardian/2004/sep/20/features11.g2","11","5","11.959"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://en.wikipedia.org/wiki/Meaning_of_life","12","4","12.202"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://theculturetrip.com/europe/united-kingdom/articles/10-ways-of-life-around-the-world-that-will-make-you-happier/","13","17","8.530"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.writerofstories.com/post/the-meaning-of-life-an-exploration","14","1","15.738"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.movehub.com/blog/quality-of-life-world-map/","15","13","9.469"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.rd.com/list/proverbs-about-life/","16","19","7.285"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://dictionary.cambridge.org/dictionary/english/world","17","10","9.574"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://en.wikipedia.org/wiki/World","18","15","8.805"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://learnenglishteens.britishcouncil.org/magazine/life-around-world/five-idioms-every-english-student-should-know","19","9","9.712"
"meaning of life around the world","This query is a very phylosohpical question. The objective is to obtain diverse articles talking about how different cultures view human existence.","https://www.wordhippo.com/what-is/another-word-for/around_the_world.html","20","6","11.422"
