query text,query description,url,docID,rank,rankScore
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://paperswithcode.com/task/brain-tumor-segmentation","1","1","31.928"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://arxiv.org/abs/2102.08556","2","10","19.254"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.sciencedirect.com/science/article/pii/S1361841517301135","3","13","14.434"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.sciencedirect.com/science/article/pii/S2095809918301887","4","14","13.821"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.knime.com/deeplearning","5","15","13.042"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://aip.scitation.org/doi/10.1063/5.0034891","6","20","0.000"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.mit.edu/~asolei/","7","16","12.766"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.hindawi.com/journals/jhe/","8","19","0.825"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.mathworks.com/matlabcentral/fileexchange/55107-brain-mri-tumor-detection-and-classification","9","18","8.237"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","https://www.journals.elsevier.com/biocybernetics-and-biomedical-engineering/","10","17","8.688"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=pBgWtSkQYmUcwmSMja3S6bchGF0M9bVU8VS7POt6rIeTo32IsfXjQZTwdbF0gQOG9tzviKR39oP83D-RobzjiqrmYp3m9U_6GY4hNqo-2BO","11","8","20.995"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=0_GGptie4_5MiHICDyM1yB4Gr5BPByu4Wk-MlKMTB46LhnctPear7Oit8EHik6s5","12","12","15.725"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=pIHtgFNPgTuoXADSXnb0rvZOtUkPFUbfN_KpadnamdX54BCiBcNH4rkUExXYcOWvFQNfnpJ6l-l7UHwDm6CtLKNmtELSoYmX1FixitkZwfC","13","2","25.220"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=ivtQSLFm4c_p_ANi5wd5vHURa2X1xMSGyrTM8umLAm8r3XWP0eGn0JKFSksHe2nNF7K0RCjSwdhQ19nAmvJ6sS_fhRIbfXJT_XtzfMh0ZDzouDY-S5fgM4bfXV6UhzouL2TxnujB6PJUMkuOeat_cJuRPWsStrkfJAEq-ny2Y8YX9TzUAJbxk8nV-252iU3gd-OIeDgPi2BA37WYiivteC-WdyWN2JSaUeuBMVTOKWm","14","7","21.320"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=NWq9OkHwxidKn_7SOOB9h9uxoUBsqPYTZZWtvGTYdc65qde21Bul0OygfMbw51El3vlOiMbd-W-A15k5Tig92hGQKIu3-fmlm3DXy0UtmAK2ghkY8ms9zWRGqCKVCQKIftyxJWDuNVvpwGlJRAMy89vmtn69Ndv0sKFjS1bAGsBg9KqsFPmZCnG76aJj4ih9qPNmuIg_qQ-LAT1D1C4G8CyJF4L2XV6VPgHMmDwTKqK","15","6","21.320"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=fBFFYNyphPvMIU1jCmn1G77X33nSe4C1Dt8M-VYSuJI1dzL6Za9NNAnTqejvXFaCF8p-R9iZr_TCbntWRCLZua","16","5","21.320"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=quC8oVX7vM3Z3ek2Gdg3BVQdEF-kM06PtFnmLkTTFDw2kCkGBc7i_xx_d0i365uvgxAfub5nIWMhdCy1n3qUTD5l-68gFg6KaIg5d-u0YbCy7LG5HQxYEyLuYgKS7BSv","17","4","21.320"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=s50Ahh_dgXt4UVq4VPw6pqRaMsrvhGKNdbfNW0Et_q-oAgFFK4HjBOyFmJByDb8s5kttoqEyNFsl1U3bKX769HCK-urdbZVOZdb5b7H4sBGbgcQgeq-OOSo5To3SjFHC","18","3","21.320"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=ifizSOofHsdkiFdRV21-WJN1MXmJL1bhxE4tk9LkJP13Qv1kn_jfOZYGcoj035as6jM4jDaC5aByMHCKp9ePea","19","11","15.725"
"Tumor segmentation via deep learning","I would like to learn about tumor segmentation models based on deep learning framework.","http://www.baidu.com/link?url=fPYucFwLIC9CktxnOz2w9lQEJ5bRQkgNQgBb2eeUak1keUehYQXJ4xPCFsyMBYoHq-Uww-y7idjVpuRiCA_Q3K","20","9","20.995"
